complaint_id,customer_id,customer_age,customer_gender,customer_segment,customer_city,complaint_date,complaint_time,category,severity,description,channel,status,resolution_date,resolution_days,compensation_amount,satisfaction_score,escalated,product_involved,branch_code
CMP100387,SAN100054,48,Female,Premium,Birmingham,2025-09-07,06:54:51,Loan/Mortgage Issues,Medium,Payment not reflected on account,Email,Resolved,2025-10-01,24.0,0.0,2.0,False,Select Current Account,BR365
CMP100388,SAN100050,23,Male,Standard Plus,Sheffield,2025-06-01,19:00:39,Loan/Mortgage Issues,High,Payment not reflected on account,Mobile App,Closed,2025-06-02,1.0,187.74,2.0,False,Everyday Saver,
CMP100389,SAN100465,36,Female,Standard Plus,Newcastle,2025-08-29,20:31:35,Payment Delays,Low,International transfer delayed,Phone,Closed,2025-09-25,27.0,0.0,5.0,False,Cash ISA,
CMP100390,SAN100441,37,Other,Standard Plus,Bradford,2024-12-23,05:17:51,Branch Service,High,Branch closed without notice,Social Media,Closed,2025-01-27,35.0,0.0,1.0,True,Mortgage,
CMP100391,SAN100091,28,Male,Premium,Bristol,2025-01-18,20:19:16,Fee Complaints,Low,Monthly fee increased without notice,Social Media,Closed,2025-01-27,9.0,0.0,4.0,False,eSaver,
CMP100392,SAN100406,66,Male,Premium,Liverpool,2025-07-01,10:07:58,Payment Delays,Low,Standing order failed,Social Media,Closed,2025-07-14,13.0,0.0,4.0,False,Business Current Account,BR292
CMP100393,SAN100044,37,Female,Premium,Leeds,2025-09-20,05:28:18,Fraud/Security,Low,Phishing email received,Email,Resolved,2025-10-10,20.0,172.02,2.0,False,eSaver,BR202
CMP100394,SAN100181,43,Other,Premium,Bristol,2024-08-31,10:57:29,Fee Complaints,Medium,ATM withdrawal fee dispute,Mobile App,Closed,2024-09-02,2.0,0.0,2.0,False,Credit Card,
CMP100395,SAN100450,50,Male,Premium,Southampton,2025-01-20,01:32:31,Mobile App Issues,Low,Cannot make payments through app,Phone,Resolved,2025-01-29,9.0,72.65,5.0,False,Mortgage,BR646
CMP100396,SAN100221,18,Male,Standard,London,2025-09-27,14:38:49,Card Problems,Low,Card blocked while travelling,Mobile App,Resolved,2025-10-04,7.0,0.0,5.0,False,Cash ISA,BR721
CMP100397,SAN100289,22,Male,Premium,Sheffield,2024-09-04,07:07:39,Transaction Disputes,Critical,Unauthorized transaction on my account,Social Media,Resolved,2024-09-06,2.0,0.0,5.0,False,Credit Card,
CMP100398,SAN100199,43,Other,Premium,Coventry,2025-01-19,11:15:24,Payment Delays,Low,Salary not credited on time,Phone,Resolved,2025-01-25,6.0,0.0,2.0,False,Everyday Saver,
CMP100399,SAN100172,37,Other,Premium,Belfast,2025-03-09,09:50:44,Card Problems,Medium,Card blocked while travelling,Email,Resolved,2025-03-10,93.0,0.0,4.0,False,eSaver,
CMP100400,SAN100103,52,Other,Standard Plus,Newcastle,2025-03-15,23:51:10,Branch Service,High,Documents lost by branch,Mobile App,Resolved,2025-03-16,1.0,16.51,4.0,True,Personal Loan,
CMP100401,SAN100276,62,Male,Premium,Birmingham,2025-03-08,00:34:42,Transaction Disputes,Low,Unauthorized transaction on my account,Phone,Closed,2025-03-10,2.0,0.0,4.0,False,Help to Buy ISA,BR872
CMP100402,SAN100043,58,Other,Premium,Newcastle,2025-08-04,03:56:25,Fraud/Security,Low,Phishing email received,Social Media,Closed,2025-09-19,46.0,58.08,3.0,False,Credit Card,BR867
CMP100403,SAN100102,24,Other,Standard Plus,Manchester,2025-01-29,04:39:19,Card Problems,Medium,Card declined despite sufficient funds,Social Media,Resolved,2025-02-09,11.0,0.0,1.0,False,eSaver,BR777
CMP100404,SAN100395,51,Male,Premium,Cardiff,2024-08-27,14:56:10,Online Banking,Medium,Transfer limit too restrictive,Online Chat,Resolved,2024-10-13,47.0,0.0,4.0,False,Mortgage,
CMP100405,SAN100096,48,Male,Premium,Leeds,2025-04-19,17:29:54,Mobile App Issues,High,Cannot make payments through app,Phone,Closed,2025-04-26,7.0,66.88,3.0,True,Help to Buy ISA,
CMP100406,SAN100051,39,Female,Premium,Leeds,2025-10-24,22:55:09,Branch Service,Medium,Documents lost by branch,Email,Resolved,2025-10-29,5.0,0.0,1.0,False,Mortgage,BR210
CMP100407,SAN100282,63,Other,Standard Plus,Bradford,2025-01-19,05:45:25,Account Access Issues,Medium,Unable to log into online banking for 3 days,Branch,Resolved,2025-01-28,9.0,0.0,1.0,False,Everyday Saver,BR398
CMP100408,SAN100001,54,Other,Premium,Stoke-on-Trent,2024-10-07,06:47:17,Account Access Issues,Medium,Password reset not working,Social Media,Closed,2024-10-15,8.0,116.09,3.0,False,Stocks & Shares ISA,BR832
CMP100409,SAN100082,59,Male,Standard Plus,Sheffield,2025-04-27,14:06:11,Mobile App Issues,Low,Cannot make payments through app,Email,Closed,2025-04-28,1.0,158.88,4.0,False,Everyday Saver,
CMP100410,SAN100163,62,Other,Premium,Manchester,2025-01-23,09:30:45,Interest Rate Disputes,Medium,Variable rate increased unexpectedly,Branch,Closed,2025-02-06,14.0,0.0,3.0,False,eSaver,BR841
CMP100411,SAN100203,28,Male,Premium,Bristol,2024-06-12,04:18:37,Account Access Issues,Medium,Unable to log into online banking for 3 days,Mobile App,Resolved,2024-06-15,3.0,34.03,3.0,False,Business Current Account,BR241
CMP100412,SAN100188,58,Male,Standard Plus,Nottingham,2025-09-06,07:36:18,Interest Rate Disputes,High,Interest calculation incorrect,Online Chat,Resolved,2025-09-19,13.0,142.87,3.0,True,Select Current Account,
CMP100413,SAN100416,29,Male,Standard Plus,Stoke-on-Trent,2025-10-19,12:00:07,Fee Complaints,Low,Unexpected overdraft fee charged,Online Chat,Closed,2025-11-02,14.0,0.0,5.0,False,Everyday Current Account,
CMP100414,SAN100157,64,Other,Standard Plus,Liverpool,2025-04-24,09:57:19,Mobile App Issues,High,App crashes when checking balance,Online Chat,Closed,2025-04-26,2.0,0.0,4.0,False,1|2|3 Current Account,BR962
CMP100415,SAN100239,85,Male,Standard,Bristol,2025-11-03,05:09:18,Payment Delays,Low,Salary not credited on time,Social Media,Resolved,2025-11-04,1.0,0.0,3.0,False,Mortgage,
CMP100416,SAN100240,43,Other,Premium,London,2025-01-25,18:32:11,Customer Service,Low,Long wait times on phone support,Email,Closed,2025-02-15,21.0,0.0,3.0,False,eSaver,
CMP100417,SAN100306,49,Female,Standard,Sheffield,2025-02-26,15:57:45,Loan/Mortgage Issues,Low,Payment not reflected on account,Mobile App,Closed,2025-03-06,8.0,0.0,4.0,False,Help to Buy ISA,BR284
CMP100418,SAN100393,57,Other,Standard,Belfast,2024-07-03,14:38:57,Transaction Disputes,Medium,Unauthorized transaction on my account,Social Media,Closed,2024-07-04,1.0,0.0,1.0,False,Help to Buy ISA,
CMP100419,SAN100116,45,Female,Premium,Southampton,2024-12-01,21:14:30,Fee Complaints,Low,ATM withdrawal fee dispute,Online Chat,Resolved,2025-01-30,60.0,0.0,4.0,False,Everyday Saver,
CMP100420,SAN100128,64,Male,Premium,Stoke-on-Trent,2025-06-26,03:29:31,Customer Service,Low,Long wait times on phone support,Branch,Resolved,2025-06-27,1.0,0.0,1.0,False,Mortgage,
CMP100421,SAN100116,45,Female,Premium,Southampton,2025-06-30,23:29:12,Interest Rate Disputes,Low,Variable rate increased unexpectedly,Mobile App,Closed,2025-07-16,16.0,152.61,4.0,False,eSaver,
CMP100422,SAN100154,53,Female,Premium,Bristol,2025-08-24,22:55:11,Online Banking,Low,Cannot download statements,Social Media,Resolved,2025-10-20,57.0,0.0,3.0,False,Business Current Account,BR352
CMP100423,SAN100038,46,Other,Standard,Glasgow,2025-03-23,17:35:30,Customer Service,High,Incorrect information provided,Mobile App,Closed,2025-03-26,3.0,131.71,4.0,False,Cash ISA,
CMP100424,SAN100451,45,Female,Standard Plus,Newcastle,2025-10-16,14:51:13,Interest Rate Disputes,High,Promotional rate not applied,Email,Resolved,2025-10-18,2.0,0.0,2.0,True,Credit Card,
CMP100425,SAN100071,20,Male,Standard,Leeds,2024-08-08,14:23:19,Mobile App Issues,Medium,Fingerprint login not working,Social Media,Closed,2024-08-09,1.0,0.0,2.0,False,Business Current Account,BR880
CMP100426,SAN100313,30,Other,Premium,Stoke-on-Trent,2025-06-06,22:15:46,Loan/Mortgage Issues,Low,Mortgage application delayed,Mobile App,Resolved,2025-06-11,5.0,123.26,3.0,False,Personal Loan,
CMP100427,SAN100328,45,Male,Premium,Leicester,2025-07-02,07:57:52,Transaction Disputes,Medium,Incorrect amount debited,Phone,Resolved,2025-07-03,1.0,0.0,4.0,False,Everyday Saver,
CMP100428,SAN100221,18,Male,Standard,London,2025-01-28,10:45:13,Customer Service,High,Long wait times on phone support,Branch,Closed,2025-02-13,16.0,0.0,3.0,False,Everyday Saver,
CMP100429,SAN100235,40,Male,Premium,Manchester,2025-06-06,15:56:37,Fraud/Security,High,Suspicious activity not flagged,Phone,Resolved,2025-06-07,1.0,0.0,4.0,False,Stocks & Shares ISA,BR294
CMP100430,SAN100333,41,Male,Standard Plus,Bristol,2024-07-25,20:44:33,Mobile App Issues,Low,App crashes when checking balance,Social Media,Closed,2024-08-03,9.0,0.0,3.0,False,Select Current Account,
CMP100431,SAN100309,52,Male,Premium,Glasgow,2024-09-03,23:48:54,Loan/Mortgage Issues,High,Payment not reflected on account,Mobile App,Closed,2024-11-02,60.0,0.0,2.0,True,Select Current Account,BR515
CMP100432,SAN100484,44,Other,Standard Plus,Newcastle,2025-07-22,14:22:57,Mobile App Issues,Low,App shows incorrect balance,Mobile App,Closed,2025-08-14,23.0,0.0,5.0,False,Credit Card,BR592
CMP100433,SAN100312,68,Other,Standard Plus,Glasgow,2024-11-01,15:58:05,Mobile App Issues,Low,Cannot make payments through app,Mobile App,Closed,2024-11-14,0.0,0.0,5.0,False,Personal Loan,
CMP100434,SAN100099,45,Other,Premium,Birmingham,2024-10-04,14:31:52,Customer Service,Low,Unhelpful staff at branch,Mobile App,Resolved,2024-10-09,5.0,26.91,5.0,False,Personal Loan,BR836
CMP100435,SAN100281,58,Female,Standard Plus,Stoke-on-Trent,2025-07-30,17:00:32,Account Access Issues,Low,Two-factor authentication issues,Social Media,Resolved,2025-08-12,13.0,167.67,4.0,False,Everyday Current Account,BR494
CMP100436,SAN100036,44,Female,Premium,Stoke-on-Trent,2025-10-17,18:05:23,Transaction Disputes,High,Refund not received after 30 days,Phone,Closed,2025-10-27,10.0,63.79,3.0,True,Help to Buy ISA,
CMP100437,SAN100063,30,Other,Premium,Belfast,2025-03-18,15:53:56,Branch Service,Low,Appointment not honored,Social Media,Closed,2025-03-25,7.0,161.28,2.0,False,Cash ISA,
CMP100438,SAN100214,60,Other,Premium,Leicester,2024-06-22,04:48:28,Fraud/Security,Medium,Phishing email received,Phone,Resolved,2024-06-23,1.0,194.43,3.0,False,Everyday Current Account,BR679
CMP100439,SAN100467,51,Male,Premium,Sheffield,2025-03-03,01:13:31,Payment Delays,High,Standing order failed,Online Chat,Closed,2025-04-02,30.0,0.0,2.0,False,Help to Buy ISA,BR562
CMP100440,SAN100270,57,Male,Premium,Leeds,2025-09-09,16:07:08,Account Access Issues,Medium,Unable to log into online banking for 3 days,Email,Resolved,2025-09-17,8.0,105.89,1.0,False,Business Current Account,BR327
CMP100441,SAN100146,36,Female,Premium,Coventry,2024-07-20,15:48:38,Interest Rate Disputes,Low,Variable rate increased unexpectedly,Phone,Closed,2024-07-23,3.0,165.45,2.0,False,Stocks & Shares ISA,
CMP100442,SAN100425,35,Male,Premium,Leicester,2024-11-07,21:11:35,Payment Delays,High,International transfer delayed,Social Media,Resolved,2024-11-13,6.0,175.92,5.0,True,Business Current Account,BR199
CMP100443,SAN100355,48,Other,Premium,London,2024-08-23,11:58:46,Fee Complaints,Critical,Unexpected overdraft fee charged,Mobile App,Resolved,2024-08-30,7.0,0.0,2.0,False,1|2|3 Current Account,BR348
CMP100444,SAN100190,32,Female,Standard Plus,Nottingham,2024-08-19,15:56:14,Online Banking,Medium,Transfer limit too restrictive,Phone,Resolved,2024-09-12,24.0,0.0,1.0,False,Business Current Account,
CMP100445,SAN100123,37,Other,Standard,Belfast,2025-04-29,22:36:10,Customer Service,Medium,Incorrect information provided,Online Chat,Closed,2025-05-17,18.0,99.22,2.0,False,Stocks & Shares ISA,BR579
CMP100446,SAN100199,43,Other,Premium,Coventry,2024-10-11,19:12:28,Customer Service,Low,Promised callback never received,Email,Closed,2024-10-31,20.0,166.11,2.0,False,Mortgage,BR929
CMP100447,SAN100446,61,Other,Standard Plus,Leeds,2024-11-11,04:24:16,Mobile App Issues,Low,Fingerprint login not working,Online Chat,Closed,2024-11-12,1.0,0.0,4.0,False,Help to Buy ISA,
CMP100448,SAN100101,61,Other,Premium,Cardiff,2024-06-26,10:15:17,Account Access Issues,Low,Unable to log into online banking for 3 days,Branch,Resolved,2024-07-03,7.0,39.49,5.0,False,Credit Card,
CMP100449,SAN100289,22,Male,Premium,Sheffield,2025-06-08,05:02:37,Interest Rate Disputes,Medium,Savings rate lower than advertised,Email,Resolved,2025-06-17,9.0,0.0,5.0,False,Personal Loan,
CMP100450,SAN100106,59,Male,Standard,Belfast,2025-03-30,22:03:43,Customer Service,High,Unhelpful staff at branch,Online Chat,Resolved,2025-03-31,1.0,108.37,1.0,True,Everyday Current Account,BR662
CMP100451,SAN100059,62,Female,Standard Plus,Bristol,2025-08-05,04:52:19,Online Banking,Medium,Cannot download statements,Phone,Resolved,2025-08-09,4.0,130.27,3.0,False,1|2|3 Current Account,BR871
CMP100452,SAN100487,38,Male,Premium,Newcastle,2024-10-09,04:50:58,Card Problems,Low,Contactless payment not working,Branch,Closed,2024-10-28,19.0,0.0,2.0,False,Select Current Account,
CMP100453,SAN100422,47,Female,Premium,Leeds,2024-10-14,00:06:03,Payment Delays,Critical,Standing order failed,Social Media,Resolved,2024-10-16,2.0,0.0,5.0,False,Credit Card,
CMP100454,SAN100474,44,Male,Premium,London,2024-08-12,16:34:49,Payment Delays,Low,Standing order failed,Social Media,Resolved,2024-08-22,10.0,87.78,4.0,False,Select Current Account,
CMP100455,SAN100029,49,Female,Premium,Cardiff,2024-12-16,05:52:36,Payment Delays,Medium,Standing order failed,Email,Closed,2024-12-19,146.0,31.79,2.0,False,Personal Loan,
CMP100456,SAN100250,58,Other,Premium,Leeds,2024-12-21,07:44:40,Fraud/Security,Medium,Security breach concern,Phone,Resolved,2024-12-22,1.0,149.87,1.0,False,eSaver,
CMP100457,SAN100474,44,Male,Premium,London,2024-12-25,10:27:13,Interest Rate Disputes,Low,Promotional rate not applied,Phone,Resolved,2024-12-28,3.0,0.0,3.0,False,Select Current Account,
CMP100458,SAN100449,63,Other,Premium,Glasgow,2024-09-10,07:45:21,Transaction Disputes,High,Double charged for a purchase,Branch,Resolved,2024-11-01,52.0,0.0,4.0,True,Everyday Current Account,
CMP100459,SAN100403,48,Male,Premium,Bradford,2025-04-30,22:36:52,Branch Service,Low,Documents lost by branch,Phone,Closed,2025-05-22,22.0,88.0,2.0,False,Select Current Account,BR734
CMP100460,SAN100030,37,Other,Premium,Leeds,2024-07-31,11:19:21,Online Banking,Medium,Transfer limit too restrictive,Online Chat,Resolved,2024-09-13,44.0,178.6,3.0,False,Credit Card,
CMP100461,SAN100050,23,Male,Standard Plus,Sheffield,2024-11-29,12:03:28,Transaction Disputes,High,Unauthorized transaction on my account,Phone,Closed,2024-12-08,9.0,0.0,3.0,False,Select Current Account,
CMP100462,SAN100381,83,Female,Standard Plus,Edinburgh,2025-04-20,10:46:28,Card Problems,Medium,Card blocked while travelling,Online Chat,Closed,2025-04-21,1.0,0.0,2.0,False,Personal Loan,BR199
CMP100463,SAN100401,46,Male,Premium,Stoke-on-Trent,2025-07-15,23:20:37,Fee Complaints,Medium,Foreign transaction fee too high,Mobile App,Closed,2025-07-26,11.0,112.19,2.0,False,Everyday Current Account,
CMP100464,SAN100418,68,Female,Premium,Edinburgh,2025-05-11,09:18:45,Fee Complaints,Medium,ATM withdrawal fee dispute,Online Chat,Closed,2025-05-19,8.0,0.0,5.0,False,Select Current Account,
CMP100465,SAN100458,54,Other,Premium,Stoke-on-Trent,2024-09-15,09:40:15,Payment Delays,High,Salary not credited on time,Online Chat,Closed,2024-10-11,26.0,107.39,1.0,True,eSaver,BR644
CMP100466,SAN100117,77,Other,Standard,Manchester,2024-07-17,17:13:58,Fraud/Security,Medium,Security breach concern,Phone,Closed,2024-07-18,1.0,0.0,1.0,False,Credit Card,BR859
CMP100467,SAN100366,51,Female,Premium,Coventry,2025-09-10,00:24:14,Account Access Issues,Critical,Unable to log into online banking for 3 days,Email,Closed,2025-09-19,9.0,0.0,5.0,False,Everyday Current Account,
CMP100468,SAN100360,49,Male,Premium,Coventry,2024-09-20,08:28:47,Branch Service,Low,Branch closed without notice,Social Media,Resolved,2024-09-22,2.0,0.0,3.0,False,Business Current Account,
CMP100469,SAN100140,46,Female,Standard,Cardiff,2024-11-11,22:28:11,Online Banking,Medium,Transfer limit too restrictive,Email,Closed,2024-11-16,5.0,0.0,3.0,False,Mortgage,
CMP100470,SAN100153,64,Female,Premium,Leeds,2025-01-25,19:13:14,Online Banking,Medium,Cannot download statements,Email,Resolved,2025-02-12,18.0,186.66,3.0,False,Help to Buy ISA,
CMP100471,SAN100132,41,Male,Premium,Cardiff,2025-05-03,21:37:11,Transaction Disputes,Medium,Double charged for a purchase,Social Media,Resolved,2025-05-12,9.0,0.0,1.0,False,eSaver,
CMP100472,SAN100397,28,Male,Premium,Southampton,2024-10-02,08:17:06,Account Access Issues,Low,Unable to log into online banking for 3 days,Mobile App,Closed,2024-10-08,6.0,23.4,4.0,False,Personal Loan,BR975
CMP100473,SAN100211,41,Female,Standard Plus,Leeds,2025-08-10,17:45:35,Fee Complaints,High,Unexpected overdraft fee charged,Online Chat,Closed,2025-08-17,7.0,112.31,5.0,False,Personal Loan,
CMP100474,SAN100267,35,Female,Premium,Birmingham,2025-09-29,14:19:48,Branch Service,Low,Documents lost by branch,Online Chat,Resolved,2025-10-07,8.0,0.0,2.0,False,eSaver,BR360
CMP100475,SAN100459,38,Other,Standard Plus,London,2025-06-11,13:55:02,Card Problems,Medium,Contactless payment not working,Mobile App,Closed,2025-07-02,21.0,0.0,4.0,False,Select Current Account,
CMP100476,SAN100113,45,Female,Standard Plus,Leeds,2025-09-12,16:59:01,Loan/Mortgage Issues,Low,Incorrect interest rate applied,Mobile App,Closed,2025-10-13,31.0,133.52,1.0,False,Credit Card,BR698
CMP100477,SAN100346,28,Female,Premium,Bristol,2025-05-30,23:16:20,Interest Rate Disputes,Low,Variable rate increased unexpectedly,Phone,Closed,2025-07-12,43.0,100.64,5.0,False,1|2|3 Current Account,
CMP100478,SAN100028,32,Male,Premium,Edinburgh,2025-04-17,14:15:03,Branch Service,High,Long queues at branch,Mobile App,Closed,2025-05-08,21.0,0.0,2.0,False,Personal Loan,BR905
CMP100479,SAN100284,18,Female,Standard Plus,Belfast,2025-02-20,22:55:40,Mobile App Issues,Medium,App crashes when checking balance,Branch,Resolved,2025-02-25,0.0,107.58,4.0,False,1|2|3 Current Account,BR474
CMP100480,SAN100355,48,Other,Premium,London,2025-06-07,11:43:13,Fee Complaints,High,Foreign transaction fee too high,Mobile App,Closed,2025-06-23,16.0,0.0,3.0,False,Business Current Account,
CMP100481,SAN100348,49,Female,Premium,Bristol,2024-07-29,19:57:00,Loan/Mortgage Issues,Medium,Incorrect interest rate applied,Branch,Closed,2024-08-06,8.0,0.0,4.0,False,Everyday Current Account,BR941
CMP100482,SAN100060,56,Male,Standard Plus,London,2024-06-09,18:46:39,Fraud/Security,Low,Suspicious activity not flagged,Social Media,Resolved,2024-06-13,4.0,0.0,3.0,False,Credit Card,BR680
CMP100483,SAN100098,31,Female,Premium,Leicester,2024-08-20,15:57:21,Fraud/Security,Medium,Fraud alert triggered incorrectly,Mobile App,Closed,2024-09-14,25.0,0.0,2.0,False,Help to Buy ISA,BR447
CMP100484,SAN100070,48,Other,Premium,Stoke-on-Trent,2025-04-17,04:55:52,Transaction Disputes,Low,Double charged for a purchase,Email,Closed,2025-04-18,1.0,0.0,3.0,False,Mortgage,BR625
CMP100485,SAN100330,36,Other,Premium,Southampton,2025-11-02,14:44:36,Branch Service,Low,Documents lost by branch,Phone,In Progress,,,0.0,,False,Personal Loan,
CMP100486,SAN100389,43,Male,Premium,Newcastle,2025-10-26,17:12:45,Customer Service,Low,Unhelpful staff at branch,Email,Resolved,2025-11-03,8.0,165.63,5.0,False,Mortgage,BR961
CMP100487,SAN100253,36,Other,Standard,Leeds,2025-04-28,09:08:56,Transaction Disputes,Medium,Unauthorized transaction on my account,Phone,Closed,2025-05-12,14.0,0.0,2.0,False,eSaver,BR657
CMP100488,SAN100289,22,Male,Premium,Sheffield,2024-12-31,14:02:01,Account Access Issues,Low,Unable to log into online banking for 3 days,Email,Resolved,2025-01-15,15.0,919.47,4.0,False,Cash ISA,
CMP100489,SAN100158,55,Male,Standard,Manchester,2025-08-03,11:09:38,Mobile App Issues,Low,Fingerprint login not working,Mobile App,Resolved,2025-09-03,31.0,0.0,3.0,False,Business Current Account,
CMP100490,SAN100427,66,Male,Standard,Liverpool,2024-12-04,03:42:55,Fraud/Security,Low,Suspicious activity not flagged,Online Chat,Closed,2024-12-18,14.0,0.0,3.0,False,Mortgage,
